ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Abundancia (ind/m3),Biomasa                       (mg C/m3),Peso             (g),Talla (mm),Nombre común,Hábitat,Dominio,Referencia,Enlace
81,Arthropoda,Malacostraca ,Decapoda,Campylonotidae,Campylonotus,Campylonotus_vagans,,,,,Camarón pintado,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
82,Echinodermata,Asteroidea,Paxillosida ,Astropectinidae,Bathybiaster,Bathybiaster_loripes,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
83,Mollusca,Gastropoda,Neogastropoda ,Fasciolariidae,Trophon,Trophon_geversianus,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
84,Mollusca,Gastropoda,Neogastropoda ,Conidae,Ximeniconus,Ximeniconus_muriciformis,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
85,Bryozoa,Gymnolaemata ,Cheilostomatida,Flustridae ,Carbasea,Carbasea_darwini,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
86,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae ,Errinopora,Errinopora*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
87,Porifera,Demospongiae ,Axinellida,Axinellidae,NA,Axinellidae*,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
88,Porifera,Demospongiae ,Tetractinellida,Tetillidae ,Cinachyra,Cinachyra*,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
89,Porifera,Demospongiae ,Poecilosclerida,Mycalidae ,Mycale,Mycale_magellonica,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
90,Bryozoa,Gymnolaemata ,Cheilostomatida,Smittinidae ,Parasmittina,Parasmittina*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
91,Bryozoa,Gymnolaemata ,Cheilostomatida,Smittinidae,NA,Smittinidae*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
92,Bryozoa,Gymnolaemata ,Cheilostomatida,Cellariidae,Cellaria,Cellaria*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
93,Bryozoa,Gymnolaemata ,Cheilostomatida,Adeonidae ,Adeonella,Adeonella*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
94,Cnidaria,Hydrozoa,Anthoathecata ,Stylasteridae,NA,Stylasteridae*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
95,Cnidaria,Anthozoa,Scleractinaria,NA,NA,Scleractinaria*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
96,Cnidaria,Anthozoa,Pennatularia,NA,NA,Pennatularia*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
97,Mollusca,Bivalvia,Mytilida,Mytilidae ,Aulacomya,Aulacomya_ater,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
98,Mollusca,Cephalopoda,Octopoda,NA,NA,Octopoda*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
99,Annelida,Polychaeta,Echiuroidea,NA,NA,Echiuroidea*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
100,Annelida,Polychaeta ,NA,Maldanidae,Praxilla,Praxilla*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
101,Arthropoda,Malacostraca,Decapoda ,Lithodidae,Paralomis,Paralomis_granulosa,,,,,Centollón patagónico,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
102,Echinodermata,Asteroidea,Valvatida,Asterinidae ,Cycethra,Cycethra_verrucosa,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
103,Echinodermata,Asteroidea,Valvatida,Asterinidae ,Ganeria,Ganeria_falklandica,,,,,NA,Bentónico,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
104,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
105,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Odontaster,Odontaster*,,,,,NA,NA,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
106,Echinodermata,Ophiuroidea,Ophioscolecida ,Ophioscolecidae ,Ophioscolex,Ophioscolex_nutrix,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
107,Echinodermata,Ophiuroidea,Euryalida ,Gorgonocephalidae ,Gorgonocephalus,Gorgonocephalus_chilensis,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
108,Chordata,Actinopteri,Perciformes ,Congiopodidae ,Congiopodus,Congiopodus_peruvianus,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
109,Chordata,Actinopteri,Gadiformes,Macrouridae,Coelorhinchus,Coelorhinchus_fasciatus,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
110,Chordata,Actinopteri,Gadiformes,Moridae ,Lepidion,Lepidion_ensiferus,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
111,Chordata,Actinopteri,Gadiformes,Macrouridae,NA,Macrouridae*,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
112,Chordata,Myxini,Myxiniformes,Myxinidae,NA,Myxinidae*,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
113,Chordata,Actinopteri,Perciformes ,Bovichtidae ,NA,Bovichtidae* ,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
114,Chordata,Elasmobranchii ,Rajiformes,Rajidae,NA,Rajidae*,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
115,Ochrophyta ,Phaeophyceae ,Desmarestiales ,Desmarestiaceae,Desmarestia,Desmarestia_confervoides,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
116,Ochrophyta ,Phaeophyceae ,Desmarestiales ,Desmarestiaceae,Desmarestia,Desmarestia_distans,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
117,Ochrophyta ,Phaeophyceae ,Desmarestiales ,Desmarestiaceae,Desmarestia,Desmarestia_anceps,,,,,,,,"Gutt, J., Helsen, E., Arntz, W., & Buschmann, A. (1999). Biodiversity and community structure of the mega-epibenthos in the Magellan area (South America). Scientia Marina, 63(S1), 155-170.",https://doi.org/10.3989/scimar.1999.63s1155
118,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sprattus,Sprattus_fueguensis,,,,,"Sardina fueguina, Fuegian sprat",Pelágico,"CCH, CB","BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
119,Chordata,Actinopteri,Argentiniformes ,Bathylagidae ,Bathylagichthys,Bathylagichthys_parini,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
120,Chordata,Actinopteri,Gadiformes,Muraenolepididae,Muraenolepis,Muraenolepis*,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
121,Chordata,Actinopteri,Gadiformes,Merlucciidae,Macruronus,Macruronus_magellanicus,,,,,Merluza de cola,Demersal,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
122,Chordata,Actinopteri,Perciformes ,Sebastidae ,Sebastes,Sebastes_capensis,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
123,Chordata,Actinopteri,Perciformes ,Agonidae ,Agonopsis,Agonopsis_chiloensis,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
124,Chordata,Actinopteri,Perciformes ,Liparidae,Paraliparis,Paraliparis_anarthractae,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
125,Chordata,Actinopteri,Perciformes ,Nototheniidae,NA,Nototheniidae*,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
126,Chordata,Actinopteri,Perciformes ,Harpagiferidae,Harpagifer ,Harpagifer_bispinnis,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
127,Chordata,Actinopteri,Blenniiformes ,Clinidae ,Blennioclinus ,Blennioclinus* ,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
128,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina*,,,,,,,,"BERNAL, R., & BALBONTÍN, F. (2003). Distribución y abundancia de las larvas de peces desde el Estrecho de Magallanes hasta el Cabo de Hornos, Chile. Revista Ciencia y Tecnología del Mar, 26, 1.",https://www.researchgate.net/profile/Fernando-Balbontin-2/publication/285663113_Distribution_and_abundance_of_fish_larvae_from_the_Strait_of_Magellan_to_the_Cape_Horn_Chile/links/596f584daca27280fda310ab/Distribution-and-abundance-of-fish-larvae-from-the-Strait-of-Magellan-to-the-Cape-Horn-Chile.pdf
129,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Electrona,Electrona_antartica,,,,,,,,"Arata, J., Robertson, G., Valencia, J., Xavier, J. C., & Moreno, C. A. (2004). Diet of grey-headed albatrosses at the Diego Ramírez Islands, Chile: ecological implications. Antarctic Science, 16(3), 263-275.",https://doi.org/10.1017/S095410200400207X
